category,sku,product,description,price,breadcrumb,product_url,money_back,rating,total_reviews,tags,type
Sleep apnea,SKU:37378,"ResMed AirSense™ 10, AirCurve™ 10 and Lumis™ SD Card","Recommended SD card for use with your AirSense 10 CPAP machine.
The ResMed SD cards easily stores 365 days of usage data, 30 days of detailed data, and seven days of high-resolution data.ResMed supply SD cards for your devices that meet required safety standards.These SD cards are supplied with your therapy machine or can be purchased here separately.",19.95,"Home > Sleep apnea > CPAP Accessories > Data Management > ResMed AirSense™ 10, AirCurve™ 10 and Lumis™ SD Card",https://shop.resmed.com.au/resmed-airsense-10-sd-card/,False,4.0,2,SD Card|Data Management|ResMed|AirSense 10|AirCurve 10|Lumis,Accessory
Sleep apnea,SKU:37303,ResMed AirSense™ 10 Side Cover - Charcoal,"This charcoal coloured side cover for the AirSense 10 can be used in place of the humidifier when you're travelling.
If you are traveling and would like to use your AirSense 10 machine without the humidifier, this is the perfect accessory to use! The charcoal coloured side cover can be used in place of the humidifier so you can continue your therapy hassle-free.",29.95,Home > Sleep apnea > CPAP Accessories > CPAP Machine Parts > ResMed AirSense™ 10 Side Cover - Charcoal,https://shop.resmed.com.au/resmed-airsense-10-side-cover-charcoal/,False,4.8,17,Charcoal|Side Cover|AirSense 10|CPAP Machine Parts|Sleep Apnea,Accessory
Sleep apnea,SKU:37304,ResMed AirSense™ 10 Travel Bag,"Take your therapy with you using the portable and classy AirSense 10 Travel Bag.
Take your therapy with you using the portable and classy AirSense 10 Travel Bag.Designed to fit your machine, humidifier, tubes, mask of choice, power supply and cleaning accessories.Now you can take your machine where-ever you go and not have to worry about missing out on your nightly therapy!",49.95,Home > Sleep apnea > CPAP Accessories > CPAP Bags > ResMed AirSense™ 10 Travel Bag,https://shop.resmed.com.au/resmed-airsense-10-travel-bag/,False,5.0,3,Travel Bag|Sleep Apnea|CPAP Accessories|ResMed AirSense™ 10,Accessory
Sleep apnea,SKU:24964,ResMed Power Station II Battery Coupler Kit,"Double your CPAP machine's run time with this battery coupler kit.
This battery coupler kit helps you to connect two ResMed Power Station II batteries together so they can be used simultaneously to power your ResMed CPAP machine to double the run time.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL. ",120.00,Home > Sleep apnea > CPAP Accessories > Batteries and Power > ResMed Power Station II Battery Coupler Kit,https://shop.resmed.com.au/resmed-battery-connector-for-powerstation-ii/,False,0.0,0,Battery Coupler Kit|Sleep Apnea|ResMed Power Station II|CPAP Accessories,Accessory
Sleep apnea,SKU:37457,ResMed AirSense™ 10 Autoset™ Automatic CPAP Machine,"ResMed Airsense 10 Automatic CPAP Machine automatically detects your sleep habits and changes your air pressure based on your needs.  Delivering consistent humidity for comfort throughout the night. Our 4G feature allows wireless connectivity with CPAP therapy health providers data about your sleep progress.
Detects sleep onsetAutoRamp™ with sleep onset detection starts by delivering low pressure for greater comfort. Then, after detecting that you’ve fallen asleep, it gradually increases the pressure to the prescribed level.Intuitive interfaceA simple interface enables you to just press start and go. It also provides feedback on your therapy every morning and makes it easy for you to change comfort settings.Consistent humidificationThe HumidAir™ humidifier and a ClimateLineAir™ heated air tube are designed to automatically deliver optimal temperature and humidity, for a more comfortable experience.ContraindicationsIf you suffer from any of the following pre-existing conditions please consult your doctor before using this device:It's recommended to read the  before using this device.For information about card-to-cloud devices, .ModesPressureSound pressure levelAircraft useHeight WidthDepthWeight Features / CPAP MachineAirSense 10 Elite FixedPressure CPAP MachineAirSense 10 Autoset Auto MachineAirSense 10 Autoset for HerAuto MachineAirMini Automatic CPAP MachineCPAP✓✓✓✓AutoSet ✓✓✓AutoSet for Her  ✓✓Cheyne-Stokes respiration detection✓✓✓✓Central apnea detection✓✓✓✓RERA reporting  ✓✓AutoSet algorithm with AutoSet Response ✓✓✓AutoRamp with sleep onset detection✓✓✓✓Advanced HumidAir technology✓✓✓ Enhanced Climate Control Auto✓✓✓ Waterless Humidification   ✓Expiratory Pressure Relief (EPR™)✓✓✓✓SmartStart™✓✓✓✓Aircraft use*✓✓✓✓Pressure: 4 to 20 cm H2O✓✓✓✓Sound pressure level26.6 dBA26.6 dBA26.6 dBA30dB withuncertainty of 2 dBAWeight1248g1248g1248g300gDimensions(Height x Depth x Width)116mm x 150mm x 255mm116mm x 150mm x 255mm116mm x 150mm x 255mm52mm x 84mm x 136mmMask Compatilibity**All MasksAll MasksAll MasksSelected ResMed MasksData Connectivity***Card to Cloud4G***4G***Bluetooth*What is the difference between AirSense 10 AutoSet 4G and AirSense 10 AutoSet card-to-cloud?   What is the benefit of a 4G cellular device?   What is myAir?  What is the difference between an AS10 AutoSet 4G and AS10 AutoSet for Her?  How can I tell if my device is a C2C or 4G device?  Can I just buy the 4G chip to enable wireless connectivity to my C2C device?   ","1,815.00",Home > Sleep apnea > CPAP Machines > Automatic Machines > ResMed AirSense™ 10 Autoset™ Automatic CPAP Machine,https://shop.resmed.com.au/resmed-airsense-10-autoset-auto-machine/,True,4.8,19,CPAP Machine|Sleep Apnea|AutoSet|HumidAir|AutoRamp|AutoSet Response|EPR|SmartStart|4G|Card to Cloud|MyAir|C2C,Product
Sleep apnea,SKU:37458,ResMed AirSense™ 10 AutoSet™ for Her Automatic CPAP Machine,"ResMed Airsense 10 Autoset for Her is an Automatic CPAP machine that is designed to help female-specific symptoms of obstructive sleep apnea. Comes with 4G cellular connectivity feature that sends CPAP  health providers data about your CPAP therapy progress. Comes with a ResMed CPAP carry bag.
Unique treatment for women The AirSense™ 10 AutoSet™ for Her responds to female-specific characteristics of sleep apnea — quite different to men’s! This machine has advanced features for your sleeping comfort.Intuitive interface A simple interface enables you to just press start and go. It also provides feedback on your therapy every morning and makes it easy for you to change comfort settings.Consistent humidification A HumidAir™ humidifier and a ClimateLineAir™ heated air tube are designed to automatically deliver optimal temperature and humidity, for a more comfortable experience. for extra supportEasy-to-use web program or app syncs to your AirSense 10 machine to let you know how you went with therapy the night before, and helps keep you enagaged and motivated on your sleep therapy journey.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.ContraindicationsIf you suffer from any of the following pre-existing conditions please consult your doctor before using this device:It's recommended to read the  before using this device.Features / CPAP MachineCPAP✓✓✓✓AutoSet ✓✓✓AutoSet for Her  ✓✓Cheyne-Stokes respiration detection✓✓✓✓Central apnea detection✓✓✓✓RERA reporting  ✓✓AutoSet algorithm with AutoSet Response ✓✓✓AutoRamp with sleep onset detection✓✓✓✓Advanced HumidAir technology✓✓✓ Enhanced Climate Control Auto✓✓✓ Waterless Humidification   ✓Expiratory Pressure Relief (EPR™)✓✓✓✓SmartStart™✓✓✓✓Aircraft use*✓✓✓✓Pressure: 4 to 20 cm H2O✓✓✓✓Sound pressure level26.6 dBA26.6 dBA26.6 dBA30dB withuncertainty of 2 dBAWeight1248g1248g1248g300gDimensions(Height x Depth x Width)116mm x 150mm x 255mm116mm x 150mm x 255mm116mm x 150mm x 255mm52mm x 84mm x 136mmMask Compatilibity**All MasksAll MasksAll MasksSelected ResMed MasksData Connectivity***Card to Cloud4G***4G***Bluetooth*Manual and VideoManuals VideosHow to setup your your AirSense 10 Autoset For Her  ","1,815.00",Home > Sleep apnea > CPAP Machines > Automatic Machines > ResMed AirSense™ 10 AutoSet™ for Her Automatic CPAP Machine,https://shop.resmed.com.au/resmed-airsense-10-autoset-for-her-machine/,True,5.0,1,CPAP Machine|Sleep Apnea|AutoSet|HumidAir|AutoRamp|EPR|SmartStart|4G|Bluetooth|AirSense 10 Autoset For Her|ResMed,Product
,SKU:BND274,AirMini Essential Care Subscription,"Order your CPAP in minutes and we will deliver straight to your preferred location, for free. Our support team is available via live chat or phone if you need any help ordering.
",0.00,Home > Black Friday Sales > ResMed EZ Subscriptions - $19 Sign Up Fee > AirMini Essential Care Subscription,https://shop.resmed.com.au/airmini-essential-care-subscription/,False,0.0,0,Subscription|CPAP|ResMed|AirMini|EZ Subscriptions,Subscription
Sleep apnea,,ResMed AirFit™ F20 Full Face Mask,"Designed to comfortably fit various face shapes, the AirFit F20 full face mask aims for a secure fit and comfortable seal while accommodating movement.
Key FeaturesSize OptionsAirFit F20 GuidesALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",229.00,Home > Sleep apnea > CPAP Masks > Full Face Masks > ResMed AirFit™ F20 Full Face Mask,https://shop.resmed.com.au/resmed-airfit-f20-full-face-mask/,True,4.1,65,Full Face Mask|Sleep Apnea|ResMed AirFit™ F20|AirFit F20|Secure Fit|Comfortable Seal,Product
Sleep apnea,SKU:BND276,Smart Care - AirFit Mask Subscription,"Trial a ResMed Automatic CPAP via our online shop. Order your CPAP in minutes and we will deliver straight to your preferred location, for free. Our support team is available via live chat or phone if you need any help ordering.
",0.00,Home > Sleep apnea > CPAP Masks > CPAP Mask Subscription > Smart Care - AirFit Mask Subscription,https://shop.resmed.com.au/smart-care-airfit/,False,0.0,0,Subscription|CPAP|Sleep Apnea|AirFit|Smart Care,Product
Sleep apnea,SKU:BND277,Smart Care - AirTouch Mask Subscription,"Trial a ResMed Automatic CPAP via our online shop. Order your CPAP in minutes and we will deliver straight to your preferred location, for free. Our support team is available via live chat or phone if you need any help ordering.
",0.00,Home > Sleep apnea > CPAP Masks > CPAP Mask Subscription > Smart Care - AirTouch Mask Subscription,https://shop.resmed.com.au/smart-care-airtouch/,False,0.0,0,Subscription|CPAP|Sleep Apnea|AirTouch|Smart Care,Product
,SKU:BND142,ResMed AirSense™ 10 AutoSet™ Trial,"
Our Sleep Coaches can provide support during the CPAP trial and ongoing if you decide to purchase.If you have completed a sleep test, and have discussed your pressure settings with your doctor. Please email the information to SleepTest@resmed.com.au once you have completed your order. › Try before you buy › A first-hand experience of CPAPStarting a trial allows you to see how CPAP can help your sleep apnea. Even if you know someone who uses CPAP and they have shared their experiences with you, it is worthwhile trying it just so you can experience it for yourself!› Find the right mask and machine settings for you› Support that will make you feel confident During the trial you will receive regular check-ins from our sleep coaches. You will get all the support you need to feel confident as you start using CPAP. › Easy pickup and delivery optionsYou have the choice of getting your CPAP Machine and Mask Trial sent to you with no delivery fee anywhere in Australia or you can pick it up from one of our locations. ",35.00,Home > ResMed AirSense™ 10 AutoSet™ Trial,https://shop.resmed.com.au/resmed-airsense-10-autoset-cpap-trial/,False,4.3,104,CPAP|Trial|Sleep Apnea|ResMed|AirSense™ 10 AutoSet™,Product
,SKU:BND271,AirSense™ 10 Trial,"Trial a ResMed Automatic CPAP via our online shop. Order your CPAP in minutes and we will deliver straight to your preferred location, for free. Our support team is available via live chat or phone if you need any help ordering.
",0.00,Home > AirSense™ 10 Trial,https://shop.resmed.com.au/airsense-10-trial/,False,0.0,0,AirSense™ 10|Trial|CPAP|ResMed|Automatic,Product
,SKU:37477,"ResMed AirSense™ 10, AirCurve™ 10 and Lumis™ 90W Power Supply Unit","Replacement compact 90W CPAP power supply unit (PSU) for AirSense 10, AirCurve 10 and Lumis machines. Includes a right angle strain relief to reduce the space required for the PSU.Note: This PSU is not compatible with the current version of the ResMed Power Station II (RPSII) and is only for use in Australia & New Zealand. If you require a replacement PSU for your RPS II, please contact us.
Specifications:Compatible with the following ResMed devices:",74.95,"Home > Sleep apnea > CPAP Accessories > Batteries and Power > ResMed AirSense™ 10, AirCurve™ 10 and Lumis™ 90W Power Supply Unit",https://shop.resmed.com.au/resmed-airsense--10--aircurve--10-and-lumis--90w-power-supply-unit/,False,0.0,0,Power Supply Unit|ResMed|AirSense 10|AirCurve 10|Lumis 90W|Australia|New Zealand|RPS II,Accessory
Sleep apnea,SKU:37299,ResMed HumidAir™ Standard Tub for Air10™ & Lumis™,"Providing you with relief from dryness and congestion. Once you have filled it with water and connected it, you’re ready to go.
Designed to seamlessly integrate with your AirSense™ 10, AirCurve™ 10 or Lumis™ device and provide you with relief from dryness and congestion.Once you have filled the HumidAir tub with water and connected it, you’re ready to go. The humidity levels can be adjusted accordingly to your level of comfort.When used with the ClimateLineAir™ heated tube, it warms the air at a consistent, comfortable temperature that minimises condensation and rainout.We recommend replacing your Standard HumidAir tub every 6 months.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.",85.00,Home > Bestsellers > ResMed HumidAir™ Standard Tub for Air10™ & Lumis™,https://shop.resmed.com.au/resmed-humidair-standard-tub-for-air10-lumis/,False,4.0,18,HumidAir|Standard Tub|Air10|Lumis|Sleep Apnea|ClimateLineAir,Accessory
Sleep apnea,SKU:14948,ResMed Standard Tubing Grey  (Cuffed - 2m),"Standard, 2 metre tubing with an inner diameter of 19 mm. Suitable for ResMed CPAP therapy machines (except AirMini).
ResMed standard tubing is a non-heated, 2 metre long, cuffed tube which can be used with ResMed CPAP devices (except ResMed AirMini).Please note: tube is non autoclavable.ALWAYS READ THE LABEL AND FOLLOW THE INSTRUCTIONS FOR USE. IF SYMPTOMS PERSIST, TALK TO YOUR HEALTHCARE PROFESSIONAL.CPAP TUBES✓✓     XX✓✓ X✓XXX✓Resmed Airmini OnlyResmed S9 Series Only",25.00,Home > Sleep apnea > CPAP Accessories > Tubing > ResMed Standard Tubing Grey  (Cuffed - 2m),https://shop.resmed.com.au/resmed-standard-tubing-grey-cuffed-2m/,False,3.5,2,Tubing|ResMed|CPAP|Sleep Apnea|Standard,Accessory
Sleep apnea,SKU:63889,ResMed AirFit™ 30i QuietAir™ Vent,"Replacement QuietAir diffuser vent for AirFit N30i* nasal cradle mask and AirFit P30i nasal pillows mask.* Applicable to AirFit N30i mask cushions with QuietAir vents.
AirFit N30i’s QuietAir venting technology is designed to gently disperse exhaled air for a less disruptive, quieter night’s sleep.",12.95,Home > Sleep apnea > CPAP Accessories > CPAP Mask Parts > ResMed AirFit™ 30i QuietAir™ Vent,https://shop.resmed.com.au/resmed-airfit-30i-quietair-vent/,False,3.5,4,QuietAir|Vent|AirFit N30i|CPAP Mask Parts|Sleep Apnea,Accessory
